Pharmacy Name,Address,City,Province,lon,lat
VIDA PHARMACY,5320 CALGARY TR NW,EDMONTON,Alberta,-113.4958229,53.490921
VILLAGE PHARMACY,9805 71 ST NW,EDMONTON,Alberta,-113.4363465,53.5378852
WALDINS PHARMACY LTD.,9124 23 AVE NW,EDMONTON,Alberta,-113.4697619,53.4524671
WALKER LAKE REMEDY'S RX,5007 22 AVE SW,EDMONTON,Alberta,-113.4188881,53.4139831
WAL-MART PHARMACY #1094,6110 CURRENTS DR NW,EDMONTON,Alberta,-113.6001044,53.4387551
WAL-MART PHARMACY #1122,16940 127 ST NW,EDMONTON,Alberta,-113.5434367,53.6317684
WAL-MART PHARMACY #1138,775 TAMARACK WAY NW,EDMONTON,Alberta,-113.362946,53.4791087
WAL-MART PHARMACY #1145,SOUTHPARK VILLAGE,EDMONTON,Alberta,-113.4930986,53.475465
WAL-MART PHARMACY #1146,9402 135 AVE NW,EDMONTON,Alberta,-113.4889192,53.5978303
WAL-MART PHARMACY #1147,110-3210 118 AVE NW,EDMONTON,Alberta,-113.3907307,53.5714422
WAL-MART PHARMACY #1148,WESTMOUNT SHOPPING CENTRE,EDMONTON,Alberta,-113.5530031,53.5610552
WAL-MART PHARMACY #1149,156 ST & 87 AVE NW,EDMONTON,Alberta,-73.810883,40.754265
WAL-MART PHARMACY #1187,110 WATT COMMON SW,EDMONTON,Alberta,-113.4192572,53.4224307
WAL-MART PHARMACY #3026,CAPILANO SHOPPING CENTRE,EDMONTON,Alberta,-113.4217641,53.539511
WAL-MART PHARMACY #3027,18521 STONY PLAIN RD NW,EDMONTON,Alberta,-113.6442396,53.5387057
WAL-MART PHARMACY #3028,13703 40 ST NW,EDMONTON,Alberta,-113.4006801,53.5997014
WAL-MART PHARMACY #3029,1203 PARSONS RD NW,EDMONTON,Alberta,-113.4818023,53.4401809
WE CARE PHARMACY,11912 JASPER AVE,EDMONTON,Alberta,-113.5273448,53.5411116
WEST EDMONTON MALL PHARMASAVE #331,2031-8882 170 ST NW,EDMONTON,Alberta,-113.618853,53.521517
WEST HEALTH PHARMACY,10660 156 ST NW,EDMONTON,Alberta,-113.5907614,53.55053
WESTWOOD PHARMACY,6637 177 ST NW,EDMONTON,Alberta,-113.6258789,53.502014
WINDERMERE PHARMACY,5544 WINDERMERE BLVD NW,EDMONTON,Alberta,-113.6194241,53.4397848
EDSON PHARMACY REMEDY'S RX,4924 4 AVE,EDSON,Alberta,-116.431235,53.583714
LOBLAW PHARMACY #4905,4431 4 AVE,EDSON,Alberta,-116.4191772,53.5864928
SHOPPERS DRUG MART #336,100-302 53 ST,EDSON,Alberta,-116.4390066,53.5803794
SWITZER'S DRUGS,224 50 ST,EDSON,Alberta,-116.4313636,53.5823063
WAL-MART PHARMACY #1048,5750 2 AVE,EDSON,Alberta,-116.4492574,53.57762
ELK POINT PHARMACY,4902 50 ST,ELK POINT,Alberta,-110.9006404,53.8964758
GUARDIAN DRUGS ELK POINT,4831 50 ST,ELK POINT,Alberta,-110.8995543,53.8957393
EVANSBURG PHARMACY,5107 50 ST,EVANSBURG,Alberta,-115.0187942,53.6028773
BECHER PHARMACY LTD,10400 110 ST,FAIRVIEW,Alberta,-118.3845937,56.0687981
PHARMASAVE #397,11015 102 AVE,FAIRVIEW,Alberta,-118.3856708,56.0664598
REXALL #7521,10216 110 ST,FAIRVIEW,Alberta,-118.3847702,56.0672307
FALHER I.D.A. PHARMACY,5 MAIN ST,FALHER,Alberta,-117.2022827,55.7380764
FORT PHARMACY,240 24 ST,FORT MACLEOD,Alberta,-113.4074391,49.725379
LOBLAW PHARMACY #4410,1906 8 AVE,FORT MACLEOD,Alberta,-113.3896384,49.722356
RX DRUG MART #2020,220 24 ST,FORT MACLEOD,Alberta,-113.4080864,49.725294
DAVE HILL PHARMACY,1-200 THICKWOOD BLVD,FORT MCMURRAY,Alberta,-111.4459729,56.7308128
HARDIN PHARMACY,SUITE A-UNIT 6 9711 HARDIN ST,FORT MCMURRAY,Alberta,-111.3779681,56.7249116
LOBLAW PHARMACY #1548,PHARMACY DEPARTMENT,FORT MCMURRAY,Alberta,-111.427302,56.73081
LOBLAW PHARMACY #4683,251 POWDER DR,FORT MCMURRAY,Alberta,-111.460874,56.7564976
MEDICINE SHOPPE PHARMACY 237,9914 MORRISON ST,FORT MCMURRAY,Alberta,-111.3860247,56.729055
MEDICINE SHOPPE PHARMACY 349,141B-355 LOUTIT RD,FORT MCMURRAY,Alberta,-111.4285879,56.7527856
MEDICINE SHOPPE PHARMACY 372,203-8706 FRANKLIN AVE,FORT MCMURRAY,Alberta,-111.3626588,56.7213625
SAFEWAY PHARMACY #8907,9601 FRANKLIN AVE,FORT MCMURRAY,Alberta,-111.3746746,56.7230161
SAVE-ON-FOODS PHARMACY #6616,106-100 RIVERSTONE RIDGE,FORT MCMURRAY,Alberta,-111.4399374,56.7589809
SAVE-ON-FOODS PHARMACY #6617,131 SIGNAL RD,FORT MCMURRAY,Alberta,-111.4270225,56.7299436
SHOPPERS DRUG MART #2303,103-112 RIVERSTONE RIDGE,FORT MCMURRAY,Alberta,-111.4380363,56.7589889
SHOPPERS DRUG MART #337,190-121 SIGNAL RD,FORT MCMURRAY,Alberta,-111.4259952,56.7293871
SHOPPERS DRUG MART #8869,500-8600 FRANKLIN AVE,FORT MCMURRAY,Alberta,-111.3609732,56.7205048
SYNERGY CENTRE PHARMACY,8550 FRANKLIN AVE,FORT MCMURRAY,Alberta,-111.3589316,56.7190939
TAMARACK PHARMACY & TRAVEL CLINIC,308-9612 FRANKLIN AVE,FORT MCMURRAY,Alberta,-111.3711218,56.7246204
TIMBERLEA PHARMACY,8-122 MILLENNIUM DR,FORT MCMURRAY,Alberta,-111.462371,56.756327
WAL-MART PHARMACY #3157,2 HOSPITAL ST,FORT MCMURRAY,Alberta,-111.3586074,56.7223098
ABEX PHARMACY,103-121 TOWN CREST RD,FORT SASKATCHEWAN,Alberta,-113.2379109,53.6825966
CO-OP PHARMACY FORT SASKATCHEWAN,10004 99 AVE,FORT SASKATCHEWAN,Alberta,-113.2159199,53.709674
FORT STATION PHARMACY,629-10490 98 AVE,FORT SASKATCHEWAN,Alberta,-113.2048216,53.7114104
LOBLAW PHARMACY #4953,100-8802 100 ST,FORT SASKATCHEWAN,Alberta,-113.209796,53.698111
MEDICINE SHOPPE PHARMACY 117,102-9940 99 AVE,FORT SASKATCHEWAN,Alberta,-113.2185399,53.7077255
REXALL #7215,116 TOWN CREST RD,FORT SASKATCHEWAN,Alberta,-113.2411634,53.6818667
SAFEWAY PHARMACY #8894,9450 86 AVE,FORT SASKATCHEWAN,Alberta,-113.2121847,53.6938457
SHOPPERS DRUG MART #2388,100 WESTPARK BLVD,FORT SASKATCHEWAN,Alberta,-113.2480609,53.6821544
SHOPPERS DRUG MART #378,9360 SOUTHFORT DR,FORT SASKATCHEWAN,Alberta,-113.2166138,53.6949989
WAL-MART PHARMACY #5753,9551 87 AVE,FORT SASKATCHEWAN,Alberta,-113.2107586,53.6971822
YAKIMETS PHARMACY,101-10101 86 AVE,FORT SASKATCHEWAN,Alberta,-113.201635,53.6981083
REXALL #7204  ,14 COMMERCIAL CT,FOX CREEK,Alberta,-116.8052507,54.3946515
GIBBONS GUARDIAN PHARMACY,4715 50 AVE,GIBBONS,Alberta,-113.3258414,53.8277492
GIBBONS REMEDY'S RX,4728 50 AVE,GIBBONS,Alberta,-113.3252583,53.8282386
MEDICINE SHOPPE PHARMACY 416,216 5 AVE E,GLEICHEN,Alberta,-113.0522357,50.8662181
PHARMASAVE #326 ,5012 RAILWAY AVE NE,GLENDON,Alberta,-111.16038,54.250625
FOURNIER DRUGS,1306 SHOPPERS PARK MALL,GRANDE CACHE,Alberta,-119.116575,53.888318
GRANDE CACHE PHARMACY,1609 ACORN PLAZA,GRANDE CACHE,Alberta,-119.1190431,53.8899496
COSTCO PHARMACY #254,9901 116 ST,GRANDE PRAIRIE,Alberta,-118.8443225,55.16891
GRANDE BANKS PHARMACY,105-10302 67 AVE,GRANDE PRAIRIE,Alberta,-118.8061706,55.1410368
HEALTH HUB PHARMACY,106B-10127 121 AVE,GRANDE PRAIRIE,Alberta,-118.7998866,55.1890248
LOBLAW PHARMACY #1544,12225 99 ST,GRANDE PRAIRIE,Alberta,-118.790751,55.1909071
LONDON DRUGS #34,10820 104B AVE,GRANDE PRAIRIE,Alberta,-118.8118224,55.1988212
MINT HEALTH + DRUGS: STERLING,106-11601 101 AVE,GRANDE PRAIRIE,Alberta,-118.8473817,55.1716891
PHARMASAVE JUNCTION POINT,"102, 9625 97 ST",GRANDE PRAIRIE,Alberta,-118.7839385,55.1671661
ROYAL OAKS PHARMASAVE,101-11745 105 ST,GRANDE PRAIRIE,Alberta,-118.8082423,55.1870915
SAFEWAY PHARMACY #8871,9925 114 AVE,GRANDE PRAIRIE,Alberta,-118.7929614,55.1835525
SAFEWAY PHARMACY #8888,8060 100 ST,GRANDE PRAIRIE,Alberta,-118.7992207,55.1548862
SAVE-ON-FOODS PHARMACY #6628,10819 106 AVE,GRANDE PRAIRIE,Alberta,-118.8222221,55.1751613
SHOPPERS DRUG MART #2311,10720 78 AVE,GRANDE PRAIRIE,Alberta,-118.8189361,55.1521224
SHOPPERS DRUG MART #2452,9930 92 ST,GRANDE PRAIRIE,Alberta,-118.7667983,55.1700322
SHOPPERS DRUG MART #315,137-11801 100 ST,GRANDE PRAIRIE,Alberta,-118.792528,55.187288
SHOPPERS DRUG MART #360,5-9701 84 AVE,GRANDE PRAIRIE,Alberta,-118.7874739,55.155613
WAL-MART PHARMACY #3147,11050 103 AVE,GRANDE PRAIRIE,Alberta,-118.8276558,55.1727227
PHARMASAVE GRIMSHAW 3006,5304 50 ST,GRIMSHAW,Alberta,-117.606253,56.190467
REXALL #7520,5008 54 AVE,GRIMSHAW,Alberta,-117.6086966,56.1910782
PHARMASAVE #354  ,610 2 AVE W,HANNA,Alberta,-111.9398692,51.6417229
HARDISTY COMMUNITY DRUG MART ,5032 50 ST,HARDISTY,Alberta,-111.3052387,52.6759376
MEDICINE SHOPPE PHARMACY 129,4409 PLEASANTVIEW DR,HIGH PRAIRIE,Alberta,-116.4799677,55.4352635
RX DRUG MART #2015,5109 49 ST,HIGH PRAIRIE,Alberta,-116.4913939,55.4316225
RX DRUG MART #2021,5004 53 AVE,HIGH PRAIRIE,Alberta,-116.4958563,55.4334255
BISHOP'S CROSSING PHARMACY & TRAVEL CLINIC,300B-1212 5 ST SE,HIGH RIVER,Alberta,-113.8585543,50.5715173
CALGARY CO-OP PHARMACY #24,100-1220 1 ST SE,HIGH RIVER,Alberta,-113.8683472,50.5773238
HIGH RIVER PHARMACY,103 3 AVE SW,HIGH RIVER,Alberta,-113.8726067,50.5799608
LOBLAW PHARMACY #4398,1103 18 ST SE,HIGH RIVER,Alberta,-113.8432334,50.5728248
MEDICINE SHOPPE PHARMACY 317,102-303 9 AVE SW,HIGH RIVER,Alberta,-113.876681,50.5746156
NUAID HIGH RIVER PHARMACY,300 HIGH COUNTRY DR NW,HIGH RIVER,Alberta,-113.8790304,50.5926532
REXALL #7240,139 5 AVE SW,HIGH RIVER,Alberta,-113.8744353,50.5781913
SHOPPERS DRUG MART #2365,30 3 AVE SE,HIGH RIVER,Alberta,-113.8695485,50.5803674
ANDERSON DRUG BY FRESON BROS HINTON HILL,632 CARMICHAEL LANE,HINTON,Alberta,-117.6120738,53.3923614
KING DRUG,145 ATHABASCA AVE,HINTON,Alberta,-117.544787,53.423846
REXALL #7256,177 PEMBINA AVE,HINTON,Alberta,-117.5886632,53.3987036
SHOPPERS DRUG MART #2324,10-632 CARMICHAEL LANE,HINTON,Alberta,-117.612073,53.392361
WAL-MART PHARMACY #3038,PARKS WEST MALL,HINTON,Alberta,-117.6255078,53.3834089
HYTHE GUARDIAN PHARMACY ,10404C 100 ST,HYTHE,Alberta,-119.5506161,55.3278932
JACKSON'S PHARMASAVE #327,5011 49 ST,INNISFAIL,Alberta,-113.9507929,52.026227
LOBLAW PHARMACY #4959,5080 43 AVE,INNISFAIL,Alberta,-113.935049,52.0294669
SANDSTONE PHARMACIES HENDAY CENTRE,127 HENDAY CENTRE,INNISFAIL,Alberta,-113.946087,52.029372
IRRICANA REMEDY'S RX PHARMACY,309 1 AVE,IRRICANA,Alberta,-113.6086055,51.3220105
PHARMASAVE #317 JASPER,610A PATRICIA ST,JASPER,Alberta,-118.0821572,52.8751898
RX DRUG MART #2019,602 PATRICIA ST,JASPER,Alberta,-118.081886,52.875751
CEDAR PHARMACY,10017 ALBERTA AVE,LAC LA BICHE,Alberta,-111.9842701,54.767016
CRESCENT DRUGS LTD.,10029 101 AVE,LAC LA BICHE,Alberta,-111.974556,54.7707658
LOBLAW PHARMACY #4906,10527 101 AVE,LAC LA BICHE,Alberta,-111.9889277,54.7642413
VALUE DRUG MART,10133 101 AVE,LAC LA BICHE,Alberta,-111.9777439,54.7696181
FISHER'S PHARMASAVE,103-5035 50 ST,LACOMBE,Alberta,-113.7302509,52.464294
LACOMBE IDA PHARMACY,B-5019 51 ST,LACOMBE,Alberta,-113.7317414,52.463805
LOBLAW PHARMACY #4201,5700 HWY 2A,LACOMBE,Alberta,-113.9753368,50.7359797
REXALL #7224,5010 53 ST,LACOMBE,Alberta,-113.7358875,52.4633435
SHOPPERS DRUG MART #340,2-5700 HWY 2A,LACOMBE,Alberta,-113.9753368,50.7359797
LAMONT COUNTY PHARMACY,5122 50 AVE,LAMONT,Alberta,-112.785865,53.760047
LAMONT VALUE DRUG MART,5030 50 AVE,LAMONT,Alberta,-112.7839044,53.7601027
MINT HEALTH + DRUGS: LANGDON,107-355 CENTRE ST,LANGDON,Alberta,-113.6801824,50.9739364
SANDSTONE PHARMACIES LANGDON,201-97 CENTRE ST SW,LANGDON,Alberta,-113.6816134,50.9674772
LEDUC COMMUNITY PHARMACY & TRAVEL CLINIC,105-4809 43A AVE,LEDUC,Alberta,-113.5475706,53.2562232
LEDUC CO-OP PHARMACY,5421 50 ST,LEDUC,Alberta,-113.5501805,53.2696117
LOBLAW PHARMACY #4950,3915 50 ST,LEDUC,Alberta,-113.5424142,53.2526859
MEDICINE POINT PHARMACY #102,103-200 AWENTIA DR,LEDUC,Alberta,-113.593578,53.2660193
MEDICINE SHOPPE PHARMACY 264,18-4302 50 ST,LEDUC,Alberta,-113.5493912,53.2553413
MEDSCHECK PHARMACY,102-6207 50 ST,LEDUC,Alberta,-113.5468087,53.2775175
PRIMECARE PHARMACY,103-3610 ROLLYVIEW RD,LEDUC,Alberta,-113.5246189,53.2510415
REXALL #7212,2-5201 50 ST,LEDUC,Alberta,-113.551089,53.267548
SAFEWAY PHARMACY #8857,6112 50 ST,LEDUC,Alberta,-113.5489584,53.2738025
SHOPPERS DRUG MART #310,7-6108 50 ST,LEDUC,Alberta,-113.5532259,53.267348
WAL-MART PHARMACY #3657,5302 DISCOVERY WAY,LEDUC,Alberta,-113.5701929,53.2685457
WILLOW PARK PHARMASAVE #362,5905 50 ST,LEDUC,Alberta,-113.549509,53.2730071
PHARMASAVE #312 LEGAL ,4718 50 AVE,LEGAL,Alberta,-113.5913558,53.9493313
6 & 6 PHARMACY,526 6 ST S,LETHBRIDGE,Alberta,-112.8386139,49.6917262
CAREBRIDGE REMEDY'S RX PHARMACY,402 8 ST S,LETHBRIDGE,Alberta,-112.8355931,49.694075
COSTCO WHOLESALE PHARMACY #160,3200 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.7957476,49.6600477
DRUGSTORE PHARMACY #6716,1706 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.8035316,49.6747308
GAIL'S APOTHECARY AND COMPOUNDING PHARMACY,2-425 13 ST N,LETHBRIDGE,Alberta,-112.8237571,49.7263658
GLOBAL REMEDY'S PHARMACY,414 13 ST N,LETHBRIDGE,Alberta,-112.8244781,49.7049446
LOBLAW PHARMACY #1541,3515 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.7891396,49.6590653
LONDON DRUGS #38,65-1240 2A AVE N,LETHBRIDGE,Alberta,-112.8277163,49.7003171
MEDICINE SHOPPE PHARMACY 127,1016A 20 ST S,LETHBRIDGE,Alberta,-112.8132322,49.6829772
MEDICINE SHOPPE PHARMACY 284,2-1904 13 AVE N,LETHBRIDGE,Alberta,-112.812793,49.716134
MEDICINE SHOPPE PHARMACY 374,20-15 SOUTHGATE BLVD S,LETHBRIDGE,Alberta,-112.7927967,49.6595889
MEDICINE SHOPPE PHARMACY 388,2-245 13 ST N,LETHBRIDGE,Alberta,-112.823546,49.702143
NORBRIDGE PHARMACY,722 23 ST N,LETHBRIDGE,Alberta,-112.808881,49.71038
PETRA PHARMACY,1010 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.8063036,49.6834482
PHARMASAVE #356,601 6 AVE S,LETHBRIDGE,Alberta,-112.8378145,49.6913079
PHARMASAVE #369,319 5 ST S,LETHBRIDGE,Alberta,-112.839964,49.694942
PHARMASAVE LEGACY,20-2667 SCENIC DR N,LETHBRIDGE,Alberta,-112.8294463,49.7278024
PRESCRIPTION CENTRE WEST,30 JERRY POTTS BLVD W,LETHBRIDGE,Alberta,-112.886811,49.6795775
REXALL #7517,20-12 AQUITANIA BLVD W,LETHBRIDGE,Alberta,-112.9059193,49.6770626
SAFEWAY PHARMACY #8854,2750 FAIRWAY PLAZA RD S,LETHBRIDGE,Alberta,-112.7951826,49.6662506
SAFEWAY PHARMACY #8920,1-550 UNIVERSITY DR,LETHBRIDGE,Alberta,-112.8933841,49.6918232
SAVE-ON-FOODS PHARMACY #6645,45-1240 2A AVE N,LETHBRIDGE,Alberta,-112.8277163,49.7003171
SAVE-ON-FOODS PHARMACY #6650,401 HIGHLANDS BLVD W,LETHBRIDGE,Alberta,-112.8968199,49.6944064
SHOPPERS DRUG MART #2318,3071 26 AVE N,LETHBRIDGE,Alberta,-112.7975708,49.7276817
SHOPPERS DRUG MART #308,101 PARK PLACE SHOPPING CENTRE,LETHBRIDGE,Alberta,-112.8405777,49.6987267
SHOPPERS DRUG MART #362,102-2045 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.8108966,49.6971278
SHOPPERS DRUG MART #364,110 COLUMBIA BLVD W,LETHBRIDGE,Alberta,-112.8736966,49.6755395
SIX08 PHARMACY,608 5 AVE S,LETHBRIDGE,Alberta,-112.8376331,49.6927041
SKELTON'S PHARMACY (1983),424 MAYOR MAGRATH DR,LETHBRIDGE,Alberta,-112.8108364,49.6939314
SOBEYS PHARMACY #1104,327 BLUEFOX BLVD N,LETHBRIDGE,Alberta,-112.8082324,49.7281628
STAFFORD PHARMACY & HOME HEALTHCARE,5-1475 ST. EDWARD BLVD N,LETHBRIDGE,Alberta,-112.831563,49.717946
STOKES PHARMACY,408 4 AVE S,LETHBRIDGE,Alberta,-112.8403391,49.6943102
STUBBS PHARMACY,1506 9 AVE S,LETHBRIDGE,Alberta,-112.820478,49.6863282
THRIFTWAY PHARMACY,702 13 ST N,LETHBRIDGE,Alberta,-112.8244609,49.7093606
WAL-MART PHARMACY #1078,3195 26 AVE N,LETHBRIDGE,Alberta,-112.7993907,49.7276199
WAL-MART PHARMACY #3048,3700 MAYOR MAGRATH DR S,LETHBRIDGE,Alberta,-112.7952405,49.6572963
WESTBRIDGE PHARMACY,20-872 HERITAGE BLVD W,LETHBRIDGE,Alberta,-112.8884499,49.6926703
WOODS DISPENSARY,2931 20 AVE S,LETHBRIDGE,Alberta,-112.7979346,49.673165
PHARMASAVE LINDEN ,113 CENTRAL AVE E,LINDEN,Alberta,-113.4838253,51.5904803
MAGRATH PHARMACY,80 SOUTH 1 ST W,MAGRATH,Alberta,-112.8691662,49.415542
MANNING IDA PHARMACY,403 MAIN ST,MANNING,Alberta,-117.6297064,56.9219414
MANNVILLE PHARMACY ,5025 50 ST,MANNVILLE,Alberta,-111.1788593,53.338201
ROOTS & BERRIES PHARMACY,MASKWACIS HEALTH CENTRE,MASKWACIS,Alberta,-113.4487253,52.8343573
TOWN & COUNTRY MASKWACIS PHARMACY,4910 50 ST,MASKWACIS,Alberta,-113.4184266,53.4861225
MAYERTHORPE PHARMACY,1-4821 50 ST,MAYERTHORPE,Alberta,-115.1383757,53.9536139
REXALL #7201,5006 50 ST,MAYERTHORPE,Alberta,-115.1392458,53.9549628
MCLENNAN IDA PHARMACY,15 1 AVE NW,MCLENNAN,Alberta,-116.9056716,55.7094906
COSTCO PHARMACY #593,2350 BOX SPRING RD NW,MEDICINE HAT,Alberta,-110.7417523,50.0641542
GREG'S REMEDY'S RX,200-770 6 ST SW,MEDICINE HAT,Alberta,-110.7059776,50.0336566
HILL PHARMACY,107-266 4 ST SW,MEDICINE HAT,Alberta,-110.6898013,50.034975
LOBLAW PHARMACY #1550,PHARMACY DEPARTMENT #1550,MEDICINE HAT,Alberta,NA,NA
LONDON DRUGS #60,104-3201 13 AVE SE,MEDICINE HAT,Alberta,-110.6617663,50.0088442
MACKENZIE DRUGS,301 NORTH RAILWAY ST SE,MEDICINE HAT,Alberta,-110.6720752,50.0407761
PHARMASAVE #302,58 8 ST NW,MEDICINE HAT,Alberta,-110.6885985,50.0501244
REXALL #7273,105-73 7 ST SE,MEDICINE HAT,Alberta,-110.685228,50.0320559
REXALL #7274,101-3215 DUNMORE RD SE,MEDICINE HAT,Alberta,-110.64651,50.007928
SAFEWAY PHARMACY #8801,139-3292 DUNMORE RD SE,MEDICINE HAT,Alberta,-110.6472393,50.0039649
SAFEWAY PHARMACY #8915,615 DIVISION AVE SE,MEDICINE HAT,Alberta,-110.6852333,50.0330144
SANDSTONE PHARMACIES CARRY DRIVE,139-116 CARRY DR SE,MEDICINE HAT,Alberta,-110.642398,50.0082183
SANDSTONE PHARMACIES CRESCENT HEIGHTS,25 8 ST NW,MEDICINE HAT,Alberta,-110.6878687,50.0495061
SAVE-ON-FOODS PHARMACY #6643,1820 STRACHAN RD SE,MEDICINE HAT,Alberta,-110.6499086,49.9986752
SHOPPERS DRUG MART #2304,2440 DIVISION AVE NW,MEDICINE HAT,Alberta,-110.688291,50.0636295
SHOPPERS DRUG MART #322,140-3292 DUNMORE RD SE,MEDICINE HAT,Alberta,-110.6472393,50.0039649
SOLUTIONS CLINICAL PHARMACY INC.,1-2020 STRACHAN ROAD SE,MEDICINE HAT,Alberta,-110.6673367,50.0016566
SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY,10 NORTHLANDS WAY NE,MEDICINE HAT,Alberta,-110.685614,50.06277
SOUTH COUNTRY CO-OP LTD @13 AVE PHARMACY,109-3030 13 AVE SE,MEDICINE HAT,Alberta,-110.6683365,49.9944268
SOUTHVIEW PHARMACY,109-1424 SOUTHVIEW DR SE,MEDICINE HAT,Alberta,-110.6628069,50.010365
THE BOYLAN PHARMASAVE #303,407 7 ST SW,MEDICINE HAT,Alberta,-110.6970788,50.032213
VISTA PARK PHARMACY,102B-450 VISTA DR SE,MEDICINE HAT,Alberta,-110.6802571,49.9929241
WAL-MART PHARMACY #3150,2051 STRACHAN RD SE,MEDICINE HAT,Alberta,-110.6442197,49.9935054
REXALL #7280 ,109 MAIN ST,MILK RIVER,Alberta,-112.0868396,49.148538
REXALL #7511 ,5010 50 AVE,MILLET,Alberta,-113.4726276,53.0956977
CHAMPLAIN PHARMACY,111-9918 100 ST,MORINVILLE,Alberta,-113.645819,53.8010354
LOBLAW PHARMACY #4008,8901 100 ST,MORINVILLE,Alberta,-113.6472168,53.7864833
MEDICINE CHEST GUARDIAN DRUGS,10013 100 ST,MORINVILLE,Alberta,-113.644433,53.8028358
MEDS & CARE PHARMACY,9507 100 ST,MORINVILLE,Alberta,-113.644407,53.795805
MORINVILLE PHARMACY,103-10507 100 AVE,MORINVILLE,Alberta,-113.6552649,53.8014829
ROYAL CARE COMPOUNDING PHARMACY,5119 50 ST,MUNDARE,Alberta,-112.3389519,53.5936639
SANDSTONE PHARMACIES NANTON,2212 20 ST,NANTON,Alberta,-113.7745548,50.3477022
COSTCO PHARMACY #1270,2584 46 AVE E,NISKU,Alberta,-113.5576037,53.3075312
NOBLEFORD PHARMACY AND COMPOUNDING,221 KING ST,NOBLEFORD,Alberta,-113.0541619,49.8822299
COSTCO PHARMACY #1069,202-104 SOUTHBANK BLVD,OKOTOKS,Alberta,-113.9458819,50.70622
DRUGSTORE PHARMACY #4389,9 SANDSTONE GATE,OKOTOKS,Alberta,-113.9807045,50.731638
HEALTHLAND PHARMACY,102-116 SOUTHBANK BLVD,OKOTOKS,Alberta,-113.9444399,50.7046072
IDA CRYSTALRIDGE PHARMACY,106-26 CRYSTALRIDGE DR,OKOTOKS,Alberta,-113.9566016,50.7236758
OKOTOKS H.C. PHARMACY,1-74 ELIZABETH ST,OKOTOKS,Alberta,-113.9791184,50.7260162
PHARMASAVE MILLIGAN DRIVE,2-100 MILLIGAN DR,OKOTOKS,Alberta,-113.9667266,50.7325974
SAFEWAY PHARMACY #8917,610 BIG ROCK LANE,OKOTOKS,Alberta,-113.9798038,50.7169203
SAVE-ON-FOODS PHARMACY #6623,400-100 SOUTHBANK BLVD,OKOTOKS,Alberta,-113.948652,50.7071928
SHOPPERS DRUG MART #2401,171-31 SOUTHRIDGE DR,OKOTOKS,Alberta,-113.9743902,50.7135067
SOBEYS PHARMACY #1130,700 CORNERSTONE,OKOTOKS,Alberta,-113.9727084,50.7055527
SOUTHBANK REMEDY'S RX,120-158 SOUTHBANK ST,OKOTOKS,Alberta,-113.9444414,50.705776
VILLAGE LANE PHARMACY,15-1300 VILLAGE LANE,OKOTOKS,Alberta,-113.9835193,50.7195192
WAL-MART PHARMACY #5708,500-201 SOUTHRIDGE DR,OKOTOKS,Alberta,-113.9720779,50.7056653
WESTMOUNT REMEDY'S RX PHARMACY,1031-200 SOUTHRIDGE DR,OKOTOKS,Alberta,-113.9782454,50.7066388
PREFERREDRX PHARMACY,1-4601 50 AVE,OLDS,Alberta,-114.103461,51.7946934
REXALL #7213,5015 50 AVE,OLDS,Alberta,-114.1050856,51.7913637
SHOPPERS DRUG MART #2321,4607 50 AVE,OLDS,Alberta,-114.1039066,51.7936336
WAL-MART PHARMACY #1084,400-6900 46 ST,OLDS,Alberta,-114.1389568,51.7968213
ONOWAY HEALTHCARE PHARMACY,4927 LAC STE ANNE TR S,ONOWAY,Alberta,-114.1917523,53.7036961
ANDERSON DRUG BY FRESON BROS PEACE RIVER,7900 99 AVE,PEACE RIVER,Alberta,-117.3347974,56.2349513
MINT HEALTH + DRUGS PEACE RIVER,10013 100 AVE,PEACE RIVER,Alberta,-117.2890466,56.2336304
PEACE RIVER VALUE DRUG MART,10027 100 ST,PEACE RIVER,Alberta,-117.2898558,56.2326815
SHOPPERS DRUG MART #2312,9925 78 ST,PEACE RIVER,Alberta,-117.3375805,56.2347194
WAL-MART PHARMACY #1068,9701 78 ST,PEACE RIVER,Alberta,-117.3387246,56.2377032
PENHOLD PHARMACY,3-1380 ROBINSON AVE,PENHOLD,Alberta,-113.870129,52.1394137
THE PICTURE BUTTE PHARMACY (PHARMASAVE #388),309 JAMIESON AVE,PICTURE BUTTE,Alberta,-112.7787793,49.8767305
KOEGLER'S PHARMASAVE,1334 VETERANS ST,PINCHER CREEK,Alberta,-113.9466005,49.49527
REXALL #7266,789 MAIN ST,PINCHER CREEK,Alberta,-113.9456207,49.4858807
WAL-MART PHARMACY #1070,1100 TABLE MOUNTAIN,PINCHER CREEK,Alberta,-113.9446846,49.4994396
LOBLAW PHARMACY #4397,5561 HWY 53,PONOKA,Alberta,-113.5942051,52.6724549
PONOKA IDA DRUGSTORE,5020 50 ST,PONOKA,Alberta,-113.5760418,52.6768815
