,id,OBJECTID,CVC_ID,region,district,name ,add,vac_type,easting,northing,lon,lat,type
1343,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71dc,245,C00255,Tsuen Wan District,CHOW KWAN LUNG,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
1344,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71db,246,C00256,Sham Shui Po District,CHOW KWOK HUNG,Dr Chow Kwok Hung's Clinic,"G/F, 168 Tai Po Road, SHAM SHUI PO, KOWLOON",Sinovac,835095,821342,114.1654883,22.3311214,PDC
1345,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71da,247,C00257,North District,CHOW PAK MING DAVID,Dr David P M Chow,"Shop 7, G/F, Lung Fung Garden, 33 Lung Sum Avenue, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831419,840356,114.1297483,22.50282058,PDC
1346,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d9,248,C00258,Sai Kung District,CHOW POK YU MICHAEL,DR CHOW POK YU,"Rm F90, 1/F, Popcorn 2, 9 Tong Chun Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844998,818877,114.2616011,22.30883924,PDC
1347,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d8,249,C00259,Tsuen Wan District,CHOW SUK YEE,SY Medical Centre,"Shop 3, G/F, Block 1, Harmony Garden, 89 Ham Tin Street, TSUEN WAN, NEW TERRITORIES",Sinovac,830088,825394,114.1168708,22.36770253,PDC
1348,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d7,250,C00260,Wong Tai Sin District,CHOW TUNG FAI,Wellbeing Healthcare Medical Centre Limited,"No.1B, G/F, Ngan Fung Street, TSZ WAN SHAN, KOWLOON",Sinovac,838428,822781,114.197843,22.34411543,PDC
1349,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d6,251,C00261,Tsuen Wan District,CHOW WAI CHEONG,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
1350,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d5,252,C00262,Sha Tin District,CHOW WAI FU,Chow Wai Fu,"Room 170, 3/F, Lucky Plaza, SHA TIN, NEW TERRITORIES",Sinovac,837692,827101,114.190702,22.38312816,PDC
1351,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d4,253,C00263,Tuen Mun District,CHOW WAI MAN,A.D.E.C. Medical Alliance,"Room 2312, 23/F, Parklane Square, 2 Tuen Hi Road, TUEN MUN, NEW TERRITORIES",Sinovac,815708,827980,113.977218,22.39094339,PDC
1352,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d3,254,C00264,Kwai Tsing District,CHOW WAI MAN,A.D.E.C. Medical Alliance,"Shop J1, G/F, Block 3, Kwai Fong Terrace, Kwai Fong, KWAI CHUNG, NEW TERRITORIES",Sinovac,831308,824059,114.1287203,22.35565071,PDC
1353,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d2,255,C00265,Eastern District,CHOW WING CHO,Dr. Joe W. C. Chow,"Room 1110B, 11/F, Office Tower, Kornhill Plaza, 1 Kornhill Road, QUARRY BAY, HONG KONG",Sinovac,840311,816237,114.216106,22.2850158,PDC
1354,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d1,256,C00266,Eastern District,CHOW WING MAN,HKSH Eastern Medical Centre Limited,"No.5 A Kung Ngam Village Road, SHAU KEI WAN, HONG KONG",Sinovac,842017,815958,114.2326593,22.28249141,PDC
1355,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71d0,257,C00267,Wan Chai District,CHOW WING MAN,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
1356,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71cf,258,C00268,Sha Tin District,CHOW YAN JOSIE,Dr Chow Medical Centre,"Shop 217, Shui Chuen O Plaza, Shui Chuen O Estate, SHA TIN, NEW TERRITORIES",Sinovac,838351,826073,114.1970998,22.3738441,PDC
1357,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ce,259,C00269,Central & Western District,CHOW YAT,Drs Anderson & Partners,"14/F, Entertainment Building, 30 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834161,815846,114.1564294,22.28148829,PDC
1358,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71cd,260,C00270,Kwai Tsing District,CHOW YUET WAH,Quality HealthCare Medical Centre,"Shop 308D, 3/F, Maritime Square, 33 Tsing King Road, TSING YI, NEW TERRITORIES",Sinovac,829097,824558,114.1072527,22.36014915,PDC
1359,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71cc,261,C00271,Kwun Tong District,CHOY CHI KEUNG,Dr. Choy Chi Keung,"Flat/Room 40A-41, 5/F, Sceneway Plaza, 1-17 Sceneway Road, LAM TIN, KOWLOON",Sinovac,842066,818691,114.2331447,22.30717192,PDC
1360,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71cb,262,C00272,Yau Tsim Mong District,CHOY TIM SHING,Hong Kong Integrated Oncology Centre (Kowloon) Limited,"Room 1908-1909, 19/F, Tower A, Mira Place, 132 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835806,817997,114.1723908,22.30091439,PDC
1361,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ca,263,C00273,Eastern District,CHOY YI CHUN VANESSA,Kiangsu Chekiang & Shanghai Medical Centre,"Room 111-122, 1/F, Max Share Centre, 367-373 King's Road, NORTH POINT, HONG KONG",Sinovac,838435,816887,114.1979029,22.29088909,PDC
1362,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c9,264,C00274,Kowloon City District,CHOY YUK LUN FREDERICK,Dr Choy Yuk Lun Frederick,"G/F, 27A Pak Tai Street, TO KWA WAN, KOWLOON",Sinovac,837415,820196,114.1880072,22.32077236,PDC
1363,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c8,265,C00275,Sai Kung District,CHU CHUN,Quality HealthCare Medical Centre,"Shop No.G18, Popwalk 2, No. 19 Tong Yin Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844778,818526,114.2594641,22.3056706,PDC
1364,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c7,266,C00276,Wong Tai Sin District,CHU ELAINE,Centre of Wellness,"Shop G05-08, G/F, Lions Rise Mall, 8 Muk Lun Street, WONG TAI SIN, KOWLOON",Sinovac,838365,822405,114.1972309,22.34072002,PDC
1365,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c6,267,C00277,Yau Tsim Mong District,CHU GARY,Community Health Services Limited T/A CHC Group Medical Practice,"14/F, Ashley Nine, 9-11 Ashley Road, TSIM SHA TSUI, KOWLOON",Sinovac,835600,817535,114.1703918,22.29674218,PDC
1366,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c5,268,C00278,Tuen Mun District,CHU HAU WAI,Dr T K Yam and Partners,"Shop 23, Lung Mun Oasis, 43 Lung Mun Road, TUEN MUN, NEW TERRITORIES",Sinovac,814621,827334,113.9666711,22.38509635,PDC
1367,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c4,269,C00279,Sha Tin District,CHU HO CHEUNG,Union Hospital,"18 Fu Kin Street, Tai Wai, SHA TIN, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
1368,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c3,270,C00280,Yuen Long District,CHU KOT HONG,Dr Chu Kot Hong,"Shop NG 17, G/F, T Town North, TIN SHUI WAI, NEW TERRITORIES",Sinovac,817837,835903,113.9978008,22.46251569,PDC
1369,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c2,271,C00281,Sha Tin District,CHU KWOK KEUNG,UNION HOSPITAL,"18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
1370,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c1,272,C00282,Yau Tsim Mong District,CHU LAI AH JULIA,United Christian Nethersole Community Health Service - Jordan Health Centre,"13/F, Sino Cheer Plaza, 23 Jordan Road, JORDAN, KOWLOON",Sinovac,835646,818501,114.1708378,22.30546577,PDC
1371,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71c0,273,C00283,Central & Western District,CHU LEUNG WING,Dr. Chu Leung Wing,"Room 606, 6/F, Manning House, 48 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834128,815900,114.1561091,22.28197591,PDC
1372,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71bf,274,C00284,Sha Tin District,CHU LUN PIU RONALD,Dr Ronald Lun Piu Chu,"Shop 31, 2/F, Sun Chui Shopping Centre, Sun Chui Estate, SHA TIN, NEW TERRITORIES",Sinovac,836710,825559,114.1811659,22.36920362,PDC
1373,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71be,275,C00285,Eastern District,CHU MAN HO,Kit Sum Medical Centre Limited,"Shop G15-G16, G/F, Winner Centre, 333 Chai Wan Road, CHAI WAN, HONG KONG",Sinovac,842617,813871,114.2384731,22.26364235,PDC
1374,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71bd,276,C00286,Kwai Tsing District,CHU PUI KUEN ANITA,Dr. Anita Chu's Medical Practice,"Unit 2012, Tower 2, Metroplaza, 223 Hing Fong Road, KWAI CHUNG, NEW TERRITORIES",Sinovac,831069,824254,114.1263994,22.35741096,PDC
1375,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71bc,277,C00287,Yau Tsim Mong District,CHU WAI MING,Sincere Health Medical Institute,"Room 103, 1/F, H Zentre, 15 Middle Road, TSIM SHA TSUI, KOWLOON",Sinovac,835891,817380,114.1732158,22.29534252,PDC
1376,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71bb,278,C00288,Sha Tin District,CHU WAI PO,Platform Medical Centre,"Unit 606-7, Level 6, New Town Tower, 10-18 Pak Hoi Ting Street, SHA TIN, NEW TERRITORIES",Sinovac,837451,826787,114.1883615,22.38029276,PDC
1377,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ba,279,C00289,Central & Western District,CHU WAI SING DANIEL,"Dr. Chu Wai Sing, Daniel Clinic","Room 602-603, 6/F, World Wide House, 19 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834301,815966,114.1577877,22.28257213,PDC
1378,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b9,280,C00290,Central & Western District,CHU WAN WING VIVIAN,Blue Care Medical Centre,"10/F, 33 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834246,816016,114.157254,22.2830236,PDC
1379,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b8,281,C00291,Sai Kung District,CHU WEN JING JENNIFER,Human Health Medical Centre,"Shop 18, G/F, Metrocity Phase 2, 8 Yan King Road, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844580,820598,114.2575532,22.32438295,PDC
1380,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b7,282,C00292,Sai Kung District,CHU WEN JING JENNIFER,Human Health Medical Centre,"Shop 6, G/F, Maritime Bay Shopping Centre, 18 Pui Shing Road, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845410,819545,114.2656034,22.31486953,PDC
1381,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b6,283,C00293,Yau Tsim Mong District,CHU WING SZE DOROTHY,Human Health Integrated Medical Centre,"Concession KOW85, L2, MTR Kowloon Station, TSIM SHA TSUI, KOWLOON",Sinovac,834665,818450,114.1613173,22.30500458,PDC
1382,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b5,284,C00294,Central & Western District,CHUA TEC SANG SUSANNAH,JP Partners Medical,"Room 101, 1/F, Chuang's Tower, 30-32 Connaught Road Central, CENTRAL, HONG KONG",Sinovac,834229,816083,114.1570889,22.28362863,PDC
1383,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b4,285,C00295,Yau Tsim Mong District,CHUANG LAI,"Hong Kong Bright Medical Co., Limited","Room 1313, 13/F, Ocean Centre, 5 Canton Road, TSIM SHA TSUI, KOWLOON",Sinovac,835438,817459,114.1688197,22.29605578,PDC
1384,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b3,286,C00296,Central & Western District,CHUI CUP YAN CLIVE,Dr Clive Chui,"Room C, G/F, Tai Hong Building, 1A-1G Holland Street, KENNEDY TOWN, HONG KONG",Sinovac,831512,816174,114.1307242,22.28444508,PDC
1385,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b2,287,C00297,Yau Tsim Mong District,CHUI KWONG SIN,Trinity Medical Centre,"Room 1501-2A, 15/F, China Hong Kong City, Tower 5, 33 Canton Road, TSIM SHA TSUI, KOWLOON",Sinovac,835336,817987,114.1678296,22.30082389,PDC
1386,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b1,288,C00298,Central & Western District,CHUI KWONG SIN,Trinity Medical Centre,"Room B, 22/F, Entertainment Building, 30 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834161,815846,114.1564294,22.28148829,PDC
1387,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71b0,289,C00299,Kowloon City District,CHUI SIU HANG BILLY,Evangel Hospital,"222 Argyle Street, KOWLOON CITY, KOWLOON",Sinovac,837294,820697,114.1868331,22.32529676,PDC
1388,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71af,290,C00300,Sai Kung District,CHUI SZE WO,Haven of Hope S K Yee Hang Hau Clinic,"G/F, 8 Pui Shing Lane, Hang Hau, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845589,819701,114.2673417,22.31627734,PDC
1389,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ae,291,C00301,Wan Chai District,CHUK PUI CHUN,Dr Chuk Pui Chun,"3/F, 3B O'brien Road, WAN CHAI, HONG KONG",Sinovac,835923,815343,114.1735268,22.27694713,PDC
1390,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ad,292,C00302,Wan Chai District,CHUNG CHAK CHEONG,HONG KONG SANATORIUM & HOSPITAL LTD.,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
1391,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ac,293,C00303,Kowloon City District,CHUNG CHEUK YING,Long Health Medical Clinic,"Shop 12, G/F, Double Mansion, 58-66 Pau Chung Street, TO KWA WAN, KOWLOON",Sinovac,837503,820008,114.1888612,22.31907455,PDC
1392,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71ab,294,C00304,Southern District,CHUNG CHI CHIU,"Dr C C Chung, Joseph's Clinic","Shop B, G/F, Kam Fung Building, Wu Pak Street, ABERDEEN, HONG KONG",Sinovac,834060,812183,114.1554544,22.24840888,PDC
1393,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71aa,295,C00305,Tsuen Wan District,CHUNG CHIN HUNG,UMP Medical Centre (Tsuen Wan),"Shop 1070, Level 1, Discovery Park, 398 Castle Peak Road, TSUEN WAN, NEW TERRITORIES",Sinovac,829537,826342,114.111517,22.3762614,PDC
1394,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a9,296,C00306,Yau Tsim Mong District,CHUNG CHUN SHING,Dr Chung Chun Shing,"Room 1101, 11/F, Champion Building, 301-309 Nathan Road, JORDAN, KOWLOON",Sinovac,835692,818521,114.1712843,22.3056464,PDC
1395,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a8,297,C00307,Yau Tsim Mong District,CHUNG HO FAI,Asia Pacific Health Specialist Medical Centre,"Flat 701-2, 7/F, Hang Seng Bank Tsim Sha Tsui Branch Building, 18 Carnarvon Road, TSIM SHA TSUI, KOWLOON",Sinovac,835900,817792,114.1733031,22.29906314,PDC
1396,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a7,298,C00308,Yuen Long District,CHUNG KING HAI,Family Medical Centre (Tin Shui Wai),"Shop No.229 & 230, 2/F, Fortune Kingswood Phase 1, 12 Tin Yan Road, TIN SHUI WAI, NEW TERRITORIES",Sinovac,818320,835361,114.0024996,22.45762635,PDC
1397,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a6,299,C00309,Sai Kung District,CHUNG KING KEUNG,Uni Health Medical Centre,"Room S9C, G/F, Bauhinia Garden Commercial Complex, Bauhinia Garden, 11 Tong Chun Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845016,818610,114.2617743,22.30642797,PDC
1398,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a5,300,C00310,Sham Shui Po District,CHUNG PING KUEN PATRICK,Dr Chung Ping Kuen,"G/F, 178A Tai Po Road, SHAM SHUI PO, KOWLOON",Sinovac,835095,821342,114.1654883,22.3311214,PDC
1399,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a4,301,C00311,Yau Tsim Mong District,CHUNG SHIU SHEK,Medsafe & Care Limited,"Room 2026, 20/F, Argyle Centre Phase 1, 688 Nathan Road, MONGKOK, KOWLOON",Sinovac,835515,820121,114.1695657,22.32009529,PDC
1400,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a3,302,C00312,Kowloon City District,CHUNG SHUN HANG JOSEPH,Hong Kong Baptist Hospital Out-Patient Centre,"222 Waterloo Road, KOWLOON TONG, KOWLOON",Sinovac,836580,822296,114.1799031,22.33973694,PDC
1401,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a2,303,C00313,Kwun Tong District,CHUNG SZE TING,Blue Care Medical Centre,"Unit 2802, 28/F, apm BEA Tower, Millennium City 5, 418 Kwun Tong Road, KWUN TONG, KOWLOON",Sinovac,841244,819269,114.2251688,22.31239418,PDC
1402,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a1,304,C00314,Sha Tin District,CHUNG TIN TAK,Quality Healthcare Medical Centre,"Room 905-907, 9/F, New Town Tower, 10-18 Pak Hok Ting Street, SHA TIN, NEW TERRITORIES",Sinovac,837451,826787,114.1883615,22.38029276,PDC
1403,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-71a0,305,C00315,Central & Western District,CHUNG WAI KIT BRIAN,Dedicare Medical Centre,"Room 2108, 21/F, Melbourne Plaza, 33 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834186,815947,114.1566718,22.28240042,PDC
1404,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719f,306,C00316,Central & Western District,CHUNG WING SHAN,Quality HealthCare Medical Centre,"Room 501-507, 5/F, Prince's Building, 10 Chater Road, CENTRAL, HONG KONG",Sinovac,834420,815820,114.1589426,22.28125379,PDC
1405,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719e,307,C00317,Sha Tin District,CHUNG WING SZE,UNION HOSPITAL,"18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
1406,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719d,308,C00318,Central & Western District,DAI LOK KWAN DAVID,Qualigenics Medical Limited,"Unit 620 & 621, 6/F, Worldwide House, 19 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834301,815966,114.1577877,22.28257213,PDC
1407,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719c,309,C00319,Yau Tsim Mong District,DAI LOK KWAN DAVID,Qualigenics Medical Limited,"Rooms 1004-1006, 10/F, Wai Fung Plaza, 664 Nathan Road, MONGKOK, KOWLOON",Sinovac,835531,820018,114.1697211,22.31916515,PDC
1408,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719b,310,C00320,Sham Shui Po District,DENG DI SHUANG,Excellent Healthcare Medical Centre Limited,"Shop 101, 1/F, Lai Tsui Shopping Centre, 608 Lai Chi Kok Road, SHAM SHUI PO, KOWLOON",Sinovac,834071,821556,114.1555483,22.33305295,PDC
1409,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-719a,311,C00321,Eastern District,FAI MING WAI,Kiangsu Chekiang & Shanghai Medical Centre,"1/F, Max Share Centre, 367-373 King's Road, NORTH POINT, HONG KONG",Sinovac,838435,816887,114.1979029,22.29088909,PDC
1410,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7199,312,C00322,Southern District,FAN HUNG BUN,Dr Fan Hung Bun Clinic,"Shop 103, G/F, Wah On House, Wah Fu (1) Estate, ABERDEEN, HONG KONG",Sinovac,832231,812543,114.1377102,22.25165662,PDC
1411,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7198,313,C00323,Kowloon City District,FAN KIT LING,All Grace Medical And Well Person Clinic,"Shop 5, G/F, Full Wing Building, 436-450 Chatham Road North, HUNG HOM, KOWLOON",Sinovac,837237,819200,114.1862789,22.311778,PDC
1412,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7197,314,C00324,Central & Western District,FAN PUI KAY KENNETH,Quality Healthcare Medical Centre,"Unit 1605-09, 16/F, Admiralty Centre Tower 1, 18 Harcourt Road, ADMIRALTY, HONG KONG",Sinovac,835052,815627,114.1650752,22.27951144,PDC
1413,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7196,315,C00325,Sai Kung District,FAN WING CHI,Famcare Medical Practice,"Shop 2089, Level 2, Tseung Kwan O Plaza, No. 1 Tong Tak Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845097,818889,114.262562,22.3089471,PDC
1414,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7195,316,C00326,Eastern District,FANG OI SZE ELSIE,Quality Healthcare Medical Centre,"Suite 304, Oxford House, Taikoo Place, 979 King's Road, QUARRY BAY, HONG KONG",Sinovac,840046,816471,114.2135351,22.28712957,PDC
1415,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7194,317,C00327,Wong Tai Sin District,FANG YUNG DA,Dr Fang Yung Da,"G/F, 15 Yuk Wah Crescent, TSZ WAN SHAN, KOWLOON",Sinovac,838777,823098,114.2012314,22.34697765,PDC
1416,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7193,318,C00328,Eastern District,FLYNN BRIAN TERENCE,Perfect Life Medical Centre,"G/F, 126 Shau Kei Wan Road, SAI WAN HO, HONG KONG",Sinovac,840914,815871,114.2219562,22.28170907,PDC
1417,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7192,2,C00001,Central & Western District,ARORA NAMRATA,OT&P Healthcare,"5/F Whole Floor & Room 603, Century Square, 1 D'Aguilar Street, CENTRAL, HONG KONG",Sinovac,834115,815857,114.155983,22.28158757,PDC
1418,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7191,3,C00002,Eastern District,AU CHI LAP,Dr Simon C L Au,"Shop 5, G/F, 11 Hoi Kwong Street, QUARRY BAY, HONG KONG",Sinovac,839790,816577,114.2110512,22.28808736,PDC
1419,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7190,4,C00003,Kwun Tong District,AU KA KUI GARY,Dr Au Ka Kui,"Flat E-F, 5/F, Yue Man Mansion, 15 Hong Ning Road, KWUN TONG, KOWLOON",Sinovac,841057,819481,114.2233546,22.3143092,PDC
1420,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718f,5,C00004,North District,AU MAN HON ALBERT,Town Health - PHC Medical Centre,"G/F 29A, Floor G, Avon Park, 15 Yat Ming Road, FANLING, NEW TERRITORIES",Sinovac,832756,838688,114.142746,22.48776115,PDC
1421,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718e,6,C00005,Yau Tsim Mong District,AU TAI KWAN EVA,University Health Service The Hong Kong Polytechnic University,"(For PolyU Staff/ Staff Dependent Only)Room A001, The Hong Kong Polytechnic University, HUNG HOM, KOWLOON",Sinovac,836412,818227,114.1782719,22.30299148,PDC
1422,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718d,7,C00006,Eastern District,AU-YEUNG SHIU HING,Dr Au Yeung Shiu Hing,"Shop 1, G/F, Yeung On Building, 50-54 Shau Kei Wan Road, SHAU KEI WAN, HONG KONG",Sinovac,840797,816029,114.2208213,22.28313622,PDC
1423,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718c,8,C00007,Yau Tsim Mong District,BAN CHUNG MAN JOHN,Pro-Care Specialist Centre Limited,"Room 1508, Hong Kong Pacific Centre, 28 Hankow Road, TSIM SHA TSUI, KOWLOON",Sinovac,835683,817569,114.1711973,22.29704925,PDC
1424,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718b,9,C00008,Yau Tsim Mong District,BIEN TSE FANG BARRY,Medical Clinic of Dr Bien Tse Fang Barry,"Room 1615, 16/F, Argyle Centre Phase One, 688 Nathan Road, MONGKOK, KOWLOON",Sinovac,835515,820121,114.1695657,22.32009529,PDC
1425,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-718a,10,C00009,Yau Tsim Mong District,CHAI MEI YU CLAIRE,Quality HealthCare Medical Centre,"Room 608-613, 6/F, Hong Kong Pacific Centre, 28 Hankow Road, TSIM SHA TSUI, KOWLOON",Sinovac,835683,817569,114.1711973,22.29704925,PDC
1426,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7189,11,C00010,Central & Western District,CHAIN CHI WOO DAVID,Chains Medicare Centre,"15/F, Regent Centre, 88 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834024,816027,114.1550998,22.28312266,PDC
1427,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7188,12,C00011,Sham Shui Po District,CHAIN CHI WOO DAVID,Dr David Chain Chi-Woo,"Room 219, Podium Floor, Nam Lok House, Nam Shan Estate, SHAM SHUI PO, KOWLOON",Sinovac,835653,821523,114.1709046,22.33275623,PDC
1428,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7187,13,C00012,Yuen Long District,CHAK CHI WAH,Dr Chak Chi Wah's Clinic,"Podium M14, Shek Ping House, Long Ping Estate, YUEN LONG, NEW TERRITORIES",Sinovac,820514,834572,114.0238233,22.45052298,PDC
1429,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7186,14,C00013,Wong Tai Sin District,CHAK NGAI CHUEN,Health & Treasure International Company Limited,"Room 2720, 27/F, New Tech Plaza, 34 Tai Yau Street, SAN PO KONG, KOWLOON",Sinovac,838360,821952,114.1971817,22.33662918,PDC
1430,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7185,15,C00014,Sha Tin District,CHAN ALFRED,Union Hospital,"18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
1431,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-7184,16,C00015,Sha Tin District,CHAN ANGELA SHUK YAN,Quality Healthcare Medical Centre,"Room 905-7, 9/F, New Town Tower, 10-18 Pak Hok Ting Street, SHA TIN, NEW TERRITORIES",Sinovac,837451,826787,114.1883615,22.38029276,PDC
